name,DOB,weight,height,birth place,one day races,GC,TT,sprint,climber,PCS rank,UCI rank,All time rank,link,lonlat
Emil Mielke Vinjebo,1994-03-24,67.0,1.81,Gadstrup,160,126,55,239,21,1815,2610,1000000,rider/emil-vinjebo,"(9.8813149, 55.4370469)"
Heiner Rodrigo Parra,1991-10-09,51.0,1.6,Sora,16,125,1,35,174,1358,1569,1000000,rider/heiner-rodrigo-parra,"(2.1610531, 42.1119353)"
Iban Iriondo,1984-05-01,69.0,1.83,Zumaia,10,15,4,0,0,1000000,1000000,1000000,rider/iban-iriondo,"(-2.2571182, 43.296653)"
Charles-Étienne Chrétien,1999-06-19,65.0,1.77,Amos,5,12,6,8,20,2176,2199,1000000,rider/charlesetienne-chretien,"(-78.1160856, 48.5718519)"
Dylan van Baarle,1992-05-21,78.0,1.87,Voorburg,2295,1304,1198,623,1116,30,16,803,rider/dylan-van-baarle,"(4.3558561, 52.0703201)"
Adrian Banaszek,1993-10-21,79.0,1.85,Boża Wola,39,76,154,473,1,1069,722,1000000,rider/adrian-banaszek,"(19.32942, 52.19899)"
Igor Pugaci,1975-01-05,67.0,1.78,Dubăsari,501,275,117,240,254,1000000,1000000,1000000,rider/igor-pugaci,"(29.1493655, 47.2687548)"
Jason Tesson,1998-01-09,59.0,1.66,Angers ,257,39,0,437,34,191,154,1000000,rider/jason-tesson,"(None, None)"
Sean Yates,1960-05-18,74.0,1.85,Ewell,1344,1129,2767,1855,24,1000000,1000000,740,rider/sean-yates,"(-0.2511759, 51.3502402)"
Jokin Murguialday,2000-03-19,57.0,1.73,Salvatierra,5,23,2,4,10,1155,1898,1000000,rider/jokin-murguialday-elorza,"(-100.8659931344002, 20.1926546)"
Matthieu Ladagnous,1984-12-12,73.0,1.81,Pau,1429,1435,232,1626,468,803,893,1106,rider/matthieu-ladagnous,"(-0.3685668, 43.2957547)"
Ali Labib Shotorban,2002-09-21,60.0,1.7,Tabriz ,25,0,0,0,0,1046,1057,1000000,rider/ali-labib-shotorban,"(None, None)"
Diego Rosa,1989-03-27,65.0,1.78,Corneliano d'Alba,1042,898,343,112,1258,709,1272,1761,rider/diego-rosa,"(7.9598508, 44.7359369)"
Rudy Molard,1989-09-17,62.0,1.78, Gleizé,1036,1320,160,465,1664,372,251,1000000,rider/rudy-molard,"(None, None)"
Lluís Mas,1989-10-15,69.0,1.81,Ses Salines,187,358,257,322,228,691,847,1000000,rider/lluis-guillermo-mas,"(3.054137, 39.3391978)"
Serguei Smetanine,1973-10-24,69.0,1.73,Yekaterinburg,331,225,78,2191,64,1000000,1000000,1632,rider/serguei-smetanine,"(60.60825, 56.839104)"
Tomáš Kalojíros,1994-08-03,65.0,1.75,Hořice,18,13,8,120,11,1646,1527,1000000,rider/tomas-kalojiros,"(15.6321735, 50.3665337)"
Igor Boev,1989-11-22,74.0,1.86,Voronej,178,96,8,678,43,1803,1000000,1000000,rider/igor-boev,"(39.2005858, 51.6605982)"
Maximilian Schachmann,1994-01-09,70.0,1.83,Berlin,1288,1577,1196,143,2366,163,138,621,rider/maximilian-schachmann,"(13.3888599, 52.5170365)"
Colin Stüssi,1993-06-04,68.0,1.87,Glarus,92,225,16,221,169,2310,1000000,1000000,rider/colin-stussi,"(9.108812, 46.9796562)"
Clément Berthet,1997-08-02,68.0,1.84,Pierre Bénite,60,63,2,1,71,441,642,1000000,rider/clement-berthet,"(4.8241323, 45.7028321)"
José Manuel Gutierrez,1988-05-04,63.0,1.77,Santander,25,6,1,17,18,1000000,1000000,1000000,rider/jose-gutierrez-revuelta,"(-3.8099719, 43.4620412)"
Raúl García Pierna,2001-02-23,67.0,1.75,Tres Cantos,11,19,18,6,42,947,1030,1000000,rider/raul-garcia-pierna,"(-3.7065333, 40.6065826)"
Nairo Quintana,1990-02-04,59.0,1.67,Cómbita,743,9276,1258,166,8158,38,45,68,rider/nairo-quintana,"(-73.30920200943183, 5.68998355)"
Gonzalo Serrano,1994-08-17,65.0,1.77,Madrid,342,267,32,273,512,215,237,1000000,rider/gonzalo-serrano,"(-3.7035825, 40.4167047)"
Franck Pencolé,1976-11-06,74.0,1.84,Évreux,385,53,0,523,9,1000000,1000000,1000000,rider/franck-pencole,"(1.1510164, 49.0268903)"
Andrei Tchmil,1963-01-22,75.0,1.76,Khabarovsk,9699,1873,746,7814,849,1000000,1000000,117,rider/andrei-tchmil,"(136.121524, 51.6312684)"
Andrea Vendrame,1994-07-20,60.0,1.68,Conegliano,1205,366,102,722,1344,172,181,1000000,rider/andrea-vendrame,"(12.2977566, 45.8862172)"
Phil Bauhaus,1994-07-08,71.0,1.84,Bocholt,682,205,1,2250,502,84,137,1179,rider/phil-bauhaus,"(6.6148669, 51.8382715)"
Omar El Gouzi,1999-08-16,58.0,1.81,Peschiera del Garda,10,13,0,20,14,1108,2154,1000000,rider/omar-el-gouzi,"(10.6920171, 45.4389454)"
Pieter Vanspeybrouck,1987-02-10,76.0,1.86,Tielt,818,268,135,1275,148,1461,1000000,1000000,rider/pieter-vanspeybrouck,"(3.3414263284671195, 50.99996475)"
Edward Theuns,1991-04-30,72.0,1.83,Gent,1965,560,97,2728,359,168,240,1121,rider/edward-theuns,"(3.7250121, 51.0538286)"
Jakub Ťoupalík,2001-07-17,65.0,1.8,Tábor,1,28,0,18,9,962,788,1000000,rider/jakub-toupalik,"(14.6587234, 49.4141533)"
Jan Polanc,1992-05-06,62.0,1.72,Kranj,761,1396,398,280,1522,190,147,1000000,rider/jan-polanc,"(14.3549501, 46.2432635)"
Filippo Fortin,1989-02-01,78.0,1.83,Venice,289,25,93,1782,38,1011,1092,1000000,rider/filippo-fortin,"(12.3345898, 45.4371908)"
Pedro Delgado,1960-04-15,64.0,1.71,Segovia,1768,8723,4245,3902,2960,1000000,1000000,105,rider/pedro-delgado,"(-4.1241494, 40.9502159)"
Tobias Foss,1997-05-25,74.0,1.84,Vingrom,70,427,738,78,266,323,307,1000000,rider/tobias-foss,"(10.4296109, 61.0461223)"
David Latasa,1974-02-14,66.0,1.84,Pamplona,205,668,106,303,302,1000000,1000000,1000000,rider/david-latasa-lasa,"(-1.6442556, 42.8184538)"
Andrey Fonseca,1993-04-08,56.0,1.68,Buenos Aires,1,0,1,0,0,1000000,1000000,1000000,rider/andrey-fonseca,"(-58.4370894, -34.6075682)"
Andrea Pasqualon,1988-01-02,68.0,1.74,Bassano del Grappa,2518,592,74,2916,806,140,104,974,rider/andrea-pasqualon,"(11.7343469, 45.7669109)"
Tom Van Asbroeck,1990-04-19,72.0,1.82,Aalst,2461,482,20,3374,316,402,537,1441,rider/tom-van-asbroeck,"(4.0392147, 50.9383226)"
Guy Sagiv,1994-12-05,68.0,1.8,Namur,107,60,88,1,0,1384,1976,1000000,rider/guy-sagiv,"(4.8661892, 50.4665284)"
Pelayo Sánchez,2000-03-27,61.0,1.76,Tellego,0,48,10,0,28,726,2065,1000000,rider/pelayo-sanchez-mayo,"(-5.867483, 43.2987304)"
Andreas Miltiadis,1996-08-30,74.0,1.79,Palaichori Oreinis,79,27,289,13,20,677,574,1000000,rider/andreas-miltiadis,"(None, None)"
Žiga Jerman,1998-06-26,67.0,1.78,Ljubljana,66,20,13,305,2,1000000,1000000,1000000,rider/ziga-jerman,"(14.5069289, 46.0500268)"
Thomas Joseph,1996-12-06,71.0,1.82,Kemmel,76,2,10,138,1,1653,1971,1000000,rider/thomas-joseph,"(2.8258709, 50.7828552)"
Alexis Renard,1999-06-01,75.0,1.86,Saint-Brieuc,123,152,11,190,43,205,191,1000000,rider/alexis-renard,"(-2.7603283, 48.5141134)"
Riccardo Zoidl,1988-04-08,63.0,1.77,Linz,210,1202,656,505,700,489,407,1000000,rider/riccardo-zoidl,"(14.286198, 48.3059078)"
Marco Milesi,1970-01-30,78.0,1.91,Osio Sotto,572,452,59,536,14,1000000,1000000,1000000,rider/marco-milesi,"(9.589053, 45.616078)"
Laurent Madouas,1967-02-08,70.0,1.86,Rennes,1344,1518,194,1210,878,1000000,1000000,1714,rider/laurent-madouas,"(-1.6800198, 48.1113387)"
Julien Antomarchi,1984-05-16,70.0,1.78,Marseille,485,550,298,848,181,1000000,1000000,1000000,rider/julien-antomarchi,"(5.3699525, 43.2961743)"
Maxim Van Gils,1999-11-25,63.0,1.74,Brasschaat,113,221,14,27,226,192,200,1000000,rider/maxim-van-gils,"(4.4917295, 51.2900693)"
Justas Beniušis,1997-11-18,85.0,1.92,Klaipėda,8,6,49,6,0,1000000,1462,1000000,rider/justas-beniusis,"(21.1350469, 55.7127529)"
Feritcan Şamlı,1994-01-29,75.0,1.76,Trabzon,23,46,204,85,19,1000000,2860,1000000,rider/ferit-samli,"(39.7257547, 41.0062202)"
Daniel Hoelgaard,1993-07-01,77.0,1.83,Stavanger,312,81,50,800,74,1000000,1000000,1000000,rider/daniel-hoelgaard,"(5.712611357275702, 59.1020129)"
Gerard van Vliet,1964-02-26,75.0,1.78,,0,0,0,0,0,1000000,1000000,1000000,rider/gerard-van-vliet,"(None, None)"
Jan Nevens,1958-08-26,58.0,1.72,Ninove,1239,553,92,1522,320,1000000,1000000,1542,rider/jan-nevens,"(4.004025399079267, 50.8212361)"
Stefan Baraud,1975-01-06,77.0,1.83,,0,0,0,0,0,1000000,1000000,1000000,rider/stefan-baraud,"(None, None)"
Emiel Planckaert,1996-10-22,69.0,1.83,Kortrijk,36,14,0,92,10,1000000,1000000,1000000,rider/emiel-planckaert,"(3.2659884, 50.8276429)"
Matěj Štibingr,1997-12-01,62.0,1.73,,0,3,0,0,0,1000000,1000000,1000000,rider/matej-stibingr,"(None, None)"
Giacomo Garavaglia,1996-07-03,65.0,1.77,Magenta,37,2,0,96,26,1267,1553,1000000,rider/giacomo-garavaglia,"(3.965783, 49.0515653)"
Finn Fisher-Black,2001-12-21,73.0,1.89,Benenden,20,141,84,40,98,383,387,1000000,rider/finn-fisher-black,"(0.5734333006545331, 51.0644946)"
Matteo Malucelli,1993-10-20,68.0,1.71,Forlì,50,29,36,1578,36,549,1179,1000000,rider/matteo-malucelli,"(12.041273, 44.2227278)"
Riccardo Lucca,1997-02-24,74.0,1.84,Rovereto,18,22,10,41,45,892,1638,1000000,rider/riccardo-lucca,"(11.0452369, 45.886548)"
Rafael Nuritdinov,1977-06-12,68.0,1.8,Fergana,183,65,6,201,6,1000000,1000000,1000000,rider/rafael-nuritdinov,"(71.78755737387597, 40.3983651)"
Thorwald Veneberg,1977-10-16,75.0,1.86,Amsterdam,308,192,30,427,99,1000000,1000000,1000000,rider/thorwald-veneberg,"(4.8936041, 52.3727598)"
Peerapol Chawchiangkwang,1986-10-17,64.0,1.79,Chiang Mai,103,117,80,126,40,1273,980,1000000,rider/peerapol-chawchiangkwang,"(98.9858802, 18.7882778)"
Daire Feeley,1996-12-04,59.0,1.66,Roscommon,12,0,0,1,1,1489,742,1000000,rider/daire-feeley,"(-84.6165164, 44.3326932)"
Simone Bevilacqua,1997-02-22,75.0,1.8,Thiene,133,30,25,86,0,1000000,3128,1000000,rider/simone-bevilacqua,"(11.4802561, 45.7057667)"
Anthony Perez,1991-04-22,70.0,1.9,Toulouse,291,386,204,161,354,270,272,1000000,rider/anthony-perez,"(1.4442469, 43.6044622)"
Clément Venturini,1993-10-16,60.0,1.65,Villeurbanne,805,410,61,1605,618,284,297,1000000,rider/clement-venturini,"(4.886899, 45.7733124)"
Kristian Javier Yustre,1993-11-26,58.0,1.68,Acevedo ,1,26,0,7,16,1595,2326,1000000,rider/kristian-yustre,"(None, None)"
Lawrence Naesen,1992-08-28,72.0,1.9,Berlare,541,84,0,470,133,458,558,1000000,rider/lawrence-naesen,"(4.011347029715423, 51.0301606)"
Alan Banaszek,1997-10-30,75.0,1.81,Warsaw,261,161,38,1201,18,208,166,1000000,rider/alan-banaszek,"(21.0067249, 52.2319581)"
Timon Rüegg,1996-01-24,66.0,1.77,Zürich,0,4,27,6,0,1000000,1000000,1000000,rider/timin-ruegg,"(8.5410422, 47.3744489)"
Stéphane Krafft,1979-10-16,67.0,1.81,Eaubonne,11,0,0,15,0,1000000,1000000,1000000,rider/stephane-krafft,"(2.2794326, 48.9906696)"
Liam Slock,2000-09-18,78.0,1.88,,1,2,0,13,10,1601,1743,1000000,rider/liam-slock,"(None, None)"
Fabian Käßmann,1998-10-16,65.0,1.76,,0,0,0,16,0,1000000,1000000,1000000,rider/fabian-kassmann,"(None, None)"
Brent Bookwalter,1984-02-16,70.0,1.8,Albuquerque,470,1673,1237,714,958,1261,736,1587,rider/brent-bookwalter,"(-106.650985, 35.0841034)"
Michael Hepburn,1991-08-17,77.0,1.86,Brisbane,180,286,1367,118,25,982,1000000,1000000,rider/michael-hepburn,"(153.0234991, -27.4689682)"
Heksa Priya Prasetya,1983-06-26,62.0,1.61,Kediri,0,0,4,105,0,1000000,1000000,1000000,rider/heksa-priya-prasetya,"(112.16852174866582, -7.8057219)"
Jasper Philipsen,1998-03-02,75.0,1.76,Ham,1760,235,132,2890,822,18,48,561,rider/jasper-philipsen,"(3.0733031, 49.746322)"
Rob Harmeling,1964-12-04,76.0,1.87,Hellendoorn,263,194,233,728,0,1000000,1000000,1000000,rider/rob-harmeling,"(6.451511548705841, 52.39046275)"
Rolf Järmann,1966-01-31,73.0,1.82,Arbon,1483,1763,328,2238,247,1000000,1000000,526,rider/rolf-jaermann,"(0.747026, 43.0007)"
David Delrieu,1971-02-20,69.0,1.73,Aurillac,150,178,39,137,22,1000000,1000000,1000000,rider/david-delrieu,"(2.4433101, 44.9285441)"
Stefan Bissegger,1998-09-13,78.0,1.78,Weinfelden,156,132,1173,161,58,165,165,1000000,rider/stefan-bissegger,"(9.1097539, 47.5669187)"
Rune Herregodts,1998-07-27,70.0,1.81,Aalst,289,36,116,142,108,313,276,1000000,rider/rune-herregodts,"(4.0392147, 50.9383226)"
Nick Kergozou De La Boessiere,1996-04-29,74.0,1.76,Invercargill,2,0,5,68,0,1664,2180,1000000,rider/nick-kergozou,"(168.3470632, -46.4118465)"
Oguzhan Tiryaki,1998-11-06,67.0,1.75,Nevsehir,24,29,29,202,3,1429,1214,1000000,rider/oguzhan-tiryaki,"(34.7194168, 38.7235072)"
Zdeněk Štybar,1985-12-11,68.0,1.83,Planá,3639,1405,195,1765,1790,288,255,411,rider/zdenek-stybar,"(14.4527685, 48.94367)"
Muhammad Ameer Ahmad,1995-06-05,66.0,1.78,,1,5,6,82,0,1758,2183,1000000,rider/muhammad-ameer-ahmad,"(None, None)"
Michele Gazzoli,1999-03-04,76.0,1.8,Ospitaletto,64,155,26,96,12,735,559,1000000,rider/michele-gazzoli,"(10.077756233012778, 45.55267525)"
Mikel Landa,1989-12-13,60.0,1.73,Murgia,687,4388,200,203,5238,58,41,410,rider/mikel-landa,"(-2.809310915936436, 42.9649886)"
Elio Aggiano,1972-03-15,63.0,1.75,Brindisi,611,226,56,1394,112,1000000,1000000,1000000,rider/elio-aggiano,"(17.688443357842537, 40.63591975)"
Matěj Zahálka,1993-12-04,72.0,1.82,,11,14,17,93,22,1000000,2786,1000000,rider/matej-zahalka,"(None, None)"
Michael Freiberg,1990-10-10,82.0,1.93,Hong Kong,48,42,179,270,1,1582,1140,1000000,rider/michael-freiberg,"(114.1628131, 22.2793278)"
Giulio Ciccone,1994-12-20,58.0,1.76,Chieti,894,779,80,115,2157,99,124,1483,rider/giulio-ciccone,"(14.415935252272542, 42.10271755)"
Márton Dina,1996-04-11,67.0,1.86,Budapest,42,119,69,51,48,1845,3252,1000000,rider/marton-dina,"(19.0403594, 47.4979937)"
Oliviero Troia,1994-09-01,80.0,1.91, Bordighera ,132,100,10,103,4,1022,1000000,1000000,rider/oliviero-troia,"(None, None)"
Philipp Ludescher,1987-01-03,72.0,1.87,Feldkirch,1,10,0,1,5,1000000,1000000,1000000,rider/philipp-ludescher,"(7.2730686, 47.8647485)"
Jos van Emden,1985-02-18,74.0,1.86,Schiedam,882,1175,3871,756,128,362,535,1174,rider/jos-van-emden,"(4.386451052615731, 51.9300454)"
Rait Ärm,2000-03-31,74.0,1.84,Saku,34,24,49,155,0,2068,802,1000000,rider/rait-arm,"(138.4767695, 36.2488014)"
Nico Mattan,1971-07-17,69.0,1.81,Izegem,3136,943,1520,2544,390,1000000,1000000,672,rider/nico-mattan,"(3.2090654210556964, 50.91382225)"
Matthias Kessler,1979-05-16,70.0,1.72,Nuremberg,1798,488,54,660,1180,1000000,1000000,1731,rider/matthias-kessler,"(11.077298, 49.453872)"
André Luiz Grizante,1976-12-26,79.0,1.83,,22,25,33,324,18,1000000,1000000,1000000,rider/andre-grizante,"(None, None)"
Hyeong Min Choe,1990-04-15,63.0,1.78,,4,104,380,86,43,1000000,1000000,1000000,rider/hyeong-min-choe,"(None, None)"
Jay McCarthy,1992-09-08,63.0,1.74, Maryborough,681,772,79,567,884,1000000,1000000,1898,rider/jay-mccarthy,"(None, None)"
Jonas Rickaert,1994-02-07,88.0,1.87,Sint-Eloois-Vijve,689,153,116,677,32,613,470,1000000,rider/jonas-rickaert,"(3.3942382433841307, 50.89998815)"
Wei Sheng Jerome Teo,1997-07-24,63.0,1.73,,2,0,0,0,0,1000000,1000000,1000000,rider/wei-sheng-jerome-teo,"(None, None)"
Josu Zabala,1993-04-11,61.0,1.7,Lumbier,5,12,8,4,2,1000000,1000000,1000000,rider/josu-zabala,"(-1.3083408, 42.6522082)"
Robin Froidevaux,1998-10-17,71.0,1.82,Morges,51,22,31,90,12,974,1160,1000000,rider/robin-froidevaux,"(6.498317, 46.5093268)"
Robert Stannard,1998-09-16,74.0,1.79,Sydney,485,158,66,374,315,574,1084,1000000,rider/robert-stannard,"(151.2082848, -33.8698439)"
Ramon Sinkeldam,1989-02-09,77.0,1.93,Zaandam,806,547,72,1394,46,693,2225,1819,rider/ramon-sinkeldam,"(4.8298607, 52.4424926)"
Philipp Walsleben,1987-11-19,66.0,1.76,Potsdam,91,199,68,346,76,888,1392,1000000,rider/philipp-walsleben,"(13.0591397, 52.4009309)"
Diego Antonio Ochoa,1993-06-05,61.0,1.7,Paipa,49,67,35,180,57,1000000,1000000,1000000,rider/diego-antonio-ochoa,"(-73.1176532, 5.7812701)"
Steve Swart,1965-01-05,74.0,1.78,Auckland,79,266,162,210,0,1000000,1000000,1000000,rider/steve-swart,"(174.7631803, -36.852095)"
Jordi Meeus,1998-07-01,80.0,1.9,Lommel,614,41,0,714,123,124,131,1000000,rider/jordi-meeus,"(5.3076895, 51.2305657)"
Alex Baudin,2001-05-25,67.0,1.83,Albertville,20,36,29,4,30,619,520,1000000,rider/alex-baudin,"(6.3925417, 45.6754622)"
Jesus Maria Manzano,1978-05-12,63.0,1.79,El Escorial,55,20,47,73,85,1000000,1000000,1000000,rider/jesus-maria-manzano,"(-4.1281427, 40.5836411)"
Antonio Puppio,1999-04-28,75.0,1.86,Samarate,57,14,58,39,45,595,463,1000000,rider/antonio-puppio,"(8.7843049, 45.6281817)"
Aleksandr Smirnov,1998-02-10,69.0,1.8,,0,5,0,178,0,1000000,2448,1000000,rider/aleksandr-smirnov,"(None, None)"
August Jensen,1991-08-29,67.0,1.76,Bodø,330,417,48,1028,100,1170,1606,1000000,rider/august-jensen,"(14.3817466, 67.2844323)"
Michał Kwiatkowski,1990-06-02,68.0,1.76,Chełmża,4507,3374,3400,906,4396,77,70,124,rider/michal-kwiatkowski,"(18.612554539775385, 53.1923757)"
Sergio García,1999-06-11,62.0,1.83,Alcalá del Valle,14,18,0,8,7,2206,2410,1000000,rider/sergio-garcia-gonzalez,"(-5.1720759, 36.9044094)"
Mihkel Räim,1993-07-03,69.0,1.76,Kuressaare,456,485,154,1750,72,684,401,1589,rider/mihkel-raim,"(22.4849207, 58.2527693)"
Mario De Clercq,1966-03-05,66.0,1.74,Oudenaarde,1095,147,0,1338,15,1000000,1000000,1000000,rider/mario-de-clercq,"(3.6041443, 50.8433705)"
Tonny Azevedo,1969-08-09,63.0,1.67,Goiânia,0,0,20,0,0,1000000,1000000,1000000,rider/tonny-azevedo,"(-49.2532691, -16.680882)"
Paolo Lunardon,1992-01-17,77.0,1.92,Bassano del Grappa,0,72,92,172,5,1000000,1000000,1000000,rider/paolo-lunardon,"(11.7343469, 45.7669109)"
Marc Hirschi,1998-08-24,61.0,1.74,Bern,1618,589,209,110,1588,51,51,1123,rider/marc-hirschi,"(7.4514512, 46.9482713)"
Mauro Gerosa,1974-10-09,72.0,1.81,Conegliano,265,207,34,350,212,1000000,1000000,1000000,rider/mauro-gerosa,"(12.2977566, 45.8862172)"
Carlos Da Cruz,1974-12-20,74.0,1.82,Beauvais,424,357,68,916,280,1000000,1000000,1000000,rider/carlos-da-cruz,"(2.0823355, 49.4300997)"
Mostafa Alrabie,1996-04-26,73.0,1.93,Al-Qatif,15,0,64,2,0,1000000,1000000,1000000,rider/mostafa-alrabie,"(49.933333, 26.616667)"
Steve De Wolf,1975-08-31,67.0,1.83,Ninove,146,225,1,204,91,1000000,1000000,1000000,rider/steve-de-wolf,"(4.004025399079267, 50.8212361)"
Fabio Casartelli,1970-08-16,74.0,1.8,Como,39,30,40,382,0,1000000,1000000,1000000,rider/fabio-casartelli,"(9.149410145408948, 45.939475900000005)"
Jetse Bol,1989-09-08,71.0,1.84,Avenhorn,374,474,145,768,316,636,1023,1000000,rider/jetse-bol,"(4.9488205, 52.6178901)"
Leangel Linarez,1997-08-07,74.0,1.75,Barinas,12,0,0,82,16,1204,1018,1000000,rider/leangel-linarez,"(-69.833333, 8.166667)"
Beat Zberg,1971-05-10,72.0,1.79,Altdorf,4666,4078,2493,3952,1798,1000000,1000000,234,rider/beat-zberg,"(8.6413922, 46.8820732)"
Magnus Sheffield,2002-04-19,74.0,1.83,Pittsford,170,82,56,18,147,212,211,1000000,rider/magnus-sheffield,"(-77.515298, 43.090959)"
Dominik Neuman,1995-10-23,72.0,1.81,Brno,31,18,6,308,20,908,527,1000000,rider/dominik-neuman,"(16.6113382, 49.1922443)"
Wilco Kelderman,1991-03-25,65.0,1.85,Amersfoort,584,5108,2471,449,5182,70,69,710,rider/wilco-kelderman,"(5.3896944, 52.1562499)"
Jonas Abrahamsen,1995-09-20,61.0,1.78,Skien,23,50,11,104,8,1357,2561,1000000,rider/jonas-abrahamsen,"(9.531135447537467, 59.2662883)"
Daan Hoeks,2000-04-05,68.0,1.82,,2,18,2,1,0,1869,2649,1000000,rider/daan-hoeks,"(None, None)"
Michel Aschenbrenner,1999-11-07,70.0,1.84,Weimar,4,11,35,112,2,1063,920,1000000,rider/michel-aschenbrenner,"(11.3296637, 50.9810486)"
Gian Matteo Fagnini,1970-10-11,70.0,1.78,Lecco,465,239,33,2072,142,1000000,1000000,1955,rider/gian-matteo-fagnini,"(9.41202482143963, 45.9005485)"
Jacopo Mosca,1993-08-29,65.0,1.73,Savigliano,203,468,69,429,348,627,1163,1000000,rider/jacopo-mosca,"(7.655929, 44.644037)"
Fernando Gaviria,1994-08-19,71.0,1.8,La Ceja,1593,151,77,4104,878,64,93,280,rider/fernando-gaviria,"(-75.4467398934149, 5.985242250000001)"
Silvio Martinello,1963-01-19,71.0,1.79,Padua,878,390,144,3976,195,1000000,1000000,918,rider/silvio-martinello,"(11.8734455, 45.4077172)"
Scott Sunderland,1966-11-28,65.0,1.79,Inverell,1802,603,56,2134,110,1000000,1000000,1644,rider/scott-sunderland,"(151.17706931836153, -29.43679805)"
Guy Niv,1994-03-08,58.0,1.68,Misgav,16,144,55,2,36,1041,2620,1000000,rider/guy-niv,"(35.220368861416205, 32.93410935)"
Anatoliy Budyak,1995-09-29,53.0,1.69,Vinnytsia,172,279,58,232,236,250,207,1000000,rider/anatoliy-budyak,"(28.516068, 48.8990315)"
Bjørn Stenersen,1970-02-09,70.0,1.78,Bergen,170,194,106,273,0,1000000,1000000,1000000,rider/bjorn-stenersen,"(5.3259192, 60.3943055)"
Dries De Bondt,1991-07-04,73.0,1.85,Bornem,1262,191,1,1110,249,134,112,1705,rider/dries-de-bondt,"(4.238967723449794, 51.09096325)"
Anthony Delaplace,1989-09-11,65.0,1.81,Valognes,1108,801,517,880,372,314,308,1833,rider/anthony-delaplace,"(-1.4708174, 49.5089547)"
Serhiy Ushakov,1968-05-11,73.0,1.79,Arkhangelsk,411,519,80,1390,27,1000000,1000000,1358,rider/serhiy-ushakov,"(40.537121, 64.543022)"
Tobias Halland Johannessen,1999-08-23,62.0,1.76,Drøbak,42,413,13,4,432,69,87,1000000,rider/tobias-halland-johannessen,"(10.645472201743267, 59.66927595)"
Julius van den Berg,1996-10-23,78.0,1.89,Purmerend,122,131,68,340,18,467,822,1000000,rider/julius-van-den-berg,"(4.964420036889974, 52.4997208)"
Alex Molenaar,1999-07-13,63.0,1.84,Rotterdam,6,140,28,86,83,1149,3254,1000000,rider/alex-molenaar,"(4.47775, 51.9244424)"
Imanol Erviti,1983-11-15,82.0,1.89,Pamplona,734,916,437,232,442,345,774,1000000,rider/imanol-erviti,"(-1.6442556, 42.8184538)"
Nicolas Fritsch,1978-12-19,65.0,1.82,Paris,281,547,145,246,183,1000000,1000000,1000000,rider/nicolas-fritsch,"(2.3200410217200766, 48.8588897)"
Ben Carman,1995-06-22,66.0,1.84,Mount Cotton,18,3,3,10,12,1473,1213,1000000,rider/ben-carman,"(153.22033585670954, -27.6189675)"
Moritz Kretschy,2002-05-12,63.0,1.83,Annaberg-Buchholz,7,0,1,0,7,1702,1448,1000000,rider/moritz-kretschy,"(13.0106108, 50.5788781)"
Sander Armée,1985-12-10,72.0,1.89,Leuven,307,984,24,426,504,590,690,1000000,rider/sander-armee,"(4.7011675, 50.879202)"
Franck Bonnamour,1995-06-20,70.0,1.8,Lannion,495,344,21,167,636,87,111,1000000,rider/franck-bonnamour,"(-3.4587994, 48.7322183)"
Adam Hartley,1998-09-20,62.0,1.79,,6,21,0,22,12,1000000,1000000,1000000,rider/adam-hartley,"(None, None)"
Fabio Van Den Bossche,2000-09-21,63.0,1.76,Ghent,41,82,5,25,45,603,1107,1000000,rider/fabio-van-den-bossche,"(3.7250121, 51.0538286)"
Viktor Potočki,1999-03-27,58.0,1.76,Donja Stubica,80,13,18,82,12,724,415,1000000,rider/viktor-potocki,"(15.970918, 45.9801358)"
Damien Gaudin,1986-08-20,85.0,1.92,Beaupréau,746,667,1036,669,30,1000000,1000000,1000000,rider/damien-gaudin,"(-0.985013628460941, 47.2122889)"
Nils Eekhoff,1998-01-23,75.0,1.91,Rijsenhout,310,120,142,508,103,564,1703,1000000,rider/nils-eekhoff,"(4.7117076, 52.2575657)"
Linus Kvist,1999-02-10,72.0,1.73,,10,13,1,45,0,1561,891,1000000,rider/linus-kvist,"(None, None)"
Rafael Casero,1976-10-09,74.0,1.83,Valencia,117,320,108,176,72,1000000,1000000,1000000,rider/rafael-casero-moreno,"(-0.3763353, 39.4697065)"
Julius Johansen,1999-09-13,75.0,1.88,Blovstrød,16,146,97,83,2,1016,1000000,1000000,rider/julius-johansen,"(12.3867403, 55.8696127)"
